"polarityid";"tweetid";"entity";"type";"value"
"31962";"168129691776061440";;"AGREEMENT";"P+"
"31963";"168129691776061440";"@ManuelDuarteQui";"AGREEMENT";"P"
"31964";"168129691776061440";"@mariviromero";"AGREEMENT";"P+"
"31965";"168140335199952896";;"AGREEMENT";"N"
"31966";"168224461886205952";;"AGREEMENT";"P"
"31967";"168224461886205952";"India";"AGREEMENT";"P"
"31968";"168236749665996800";;"AGREEMENT";"N+"
"31969";"168236749665996800";"Rajoy";"AGREEMENT";"N+"
"31970";"168251937400176640";;"AGREEMENT";"N+"
"31971";"168255707915886592";;"AGREEMENT";"P"
"31972";"168255707915886592";"Rajoy";"AGREEMENT";"P"
"31973";"168268133994467328";;"AGREEMENT";"NONE"
"31974";"168269246537793536";;"AGREEMENT";"P"
"31975";"168269246537793536";"Palma";"AGREEMENT";"P"
"31976";"168269246537793536";"@AndreuManresa";"AGREEMENT";"P"
"31977";"168271647210606592";;"AGREEMENT";"N+"
"31978";"168277721833676800";;"AGREEMENT";"NONE"
"31979";"168278500657217536";;"AGREEMENT";"N"
"31980";"168278500657217536";"Diego_Torres";"AGREEMENT";"N"
"31981";"168279069505486848";;"AGREEMENT";"N+"
"31982";"168282867091247104";;"AGREEMENT";"NONE"
"31983";"168283085799030784";;"DISAGREEMENT";"NEU"
"31984";"168283085799030784";"Garzón";"DISAGREEMENT";"NEU"
"31985";"168284083170983936";;"AGREEMENT";"P"
"31986";"168284083170983936";"@FVF_ONGD";"AGREEMENT";"P"
"31987";"168289249878216704";;"AGREEMENT";"N+"
"31988";"168291253207842816";;"AGREEMENT";"N"
"31989";"168295374941995008";;"AGREEMENT";"P"
"31990";"168301007388946432";;"AGREEMENT";"P"
"31991";"168309166560120832";;"AGREEMENT";"N"
"31992";"168310893975838721";;"AGREEMENT";"N"
"31993";"168314389714321409";;"AGREEMENT";"NONE"
"31994";"168321439416594433";;"AGREEMENT";"NONE"
"31995";"168336125365194752";;"AGREEMENT";"N"
"31996";"168338194977406976";;"DISAGREEMENT";"N"
"31997";"168338194977406976";"Griñán";"DISAGREEMENT";"N"
"31998";"168342955558572032";;"AGREEMENT";"P+"
"31999";"168342955558572032";"Dépor";"AGREEMENT";"P+"
"32000";"168367128183963649";;"AGREEMENT";"P+"
"32001";"168367128183963649";"Camacho";"AGREEMENT";"P+"
"32002";"168367128183963649";"Garzón";"AGREEMENT";"P+"
"32003";"168368985358872576";;"AGREEMENT";"N+"
"32004";"168368985358872576";"Andalucía";"AGREEMENT";"N+"
"32005";"168381093270138880";;"AGREEMENT";"N"
"32006";"168381093270138880";"Egypto";"AGREEMENT";"N"
"32007";"168381577242492928";;"AGREEMENT";"NONE"
"32008";"168391329343209473";;"AGREEMENT";"P"
"32009";"168395251214594048";;"AGREEMENT";"N+"
"32010";"168395251214594048";"Barreda";"AGREEMENT";"N+"
"32011";"168395251214594048";"Villar_de_Canas";"AGREEMENT";"N+"
"32012";"168395251214594048";"Cuentas";"AGREEMENT";"N+"
"32013";"168402839528419328";;"AGREEMENT";"NEU"
"32014";"168422070164791297";;"AGREEMENT";"NONE"
"32015";"168424305259069441";;"DISAGREEMENT";"NEU"
"32016";"168424305259069441";"@Enric_Hernande";"AGREEMENT";"P"
"32017";"168424428483526656";;"DISAGREEMENT";"P"
"32018";"168433513719279616";;"DISAGREEMENT";"NEU"
"32019";"168446238096752642";;"AGREEMENT";"NONE"
"32020";"168446965561036800";;"AGREEMENT";"P+"
"32021";"168446965561036800";"Gandía";"AGREEMENT";"P+"
"32022";"168453780113850368";;"AGREEMENT";"N+"
"32023";"168453780113850368";"Garzón";"AGREEMENT";"N+"
"32024";"168469000253227010";;"AGREEMENT";"NONE"
"32025";"168469406815485952";;"AGREEMENT";"NONE"
"32026";"168505031836962816";;"AGREEMENT";"N+"
"32027";"168508097747357697";;"AGREEMENT";"P"
"32028";"168614286594293760";;"AGREEMENT";"N"
"32029";"168614286594293760";"Garzón";"AGREEMENT";"N"
"32030";"168622478606872579";;"AGREEMENT";"NEU"
"32031";"168636524785696768";;"DISAGREEMENT";"NEU"
"32032";"168636524785696768";"@lavanguardia";"AGREEMENT";"P+"
"32033";"168643237161086976";;"DISAGREEMENT";"N"
"32034";"168645235486887936";;"AGREEMENT";"N"
"32035";"168650195595300866";;"AGREEMENT";"NONE"
"32036";"168672101123887105";;"DISAGREEMENT";"NEU"
"32037";"168672101123887105";"Whitney_Houston";"DISAGREEMENT";"NEU"
"32038";"168672219717832705";;"DISAGREEMENT";"P"
"32039";"168672219717832705";"Buenafuente";"AGREEMENT";"P+"
"32040";"168735627678986240";;"AGREEMENT";"P+"
"32041";"168735627678986240";"Fernando";"AGREEMENT";"P"
"32042";"168735627678986240";"@Enric_Hernandez";"AGREEMENT";"P+"
"32043";"168739277289697280";;"AGREEMENT";"P+"
"32044";"168739592986574849";;"AGREEMENT";"NONE"
"32045";"168743864432201729";;"AGREEMENT";"P+"
"32046";"168743990164856832";;"AGREEMENT";"NEU"
"32047";"168748473162801153";;"DISAGREEMENT";"NEU"
"32048";"168763133861699584";;"AGREEMENT";"N+"
"32049";"168774222049574912";;"AGREEMENT";"NONE"
"32050";"168777782304841729";;"DISAGREEMENT";"N"
"32051";"168777782304841729";"Garzón";"AGREEMENT";"P"
"32052";"168779819901911040";;"AGREEMENT";"N"
"32053";"168786803317415936";;"AGREEMENT";"N"
"32054";"168786803317415936";"@germanyanke";"AGREEMENT";"N"
"32055";"168789789053685760";;"AGREEMENT";"P"
"32056";"168789789053685760";"@pedro_j";"AGREEMENT";"P"
"32057";"168791384030052354";;"AGREEMENT";"N"
"32058";"168791384030052354";"Atenas";"AGREEMENT";"N"
"32059";"168791384030052354";"Plaza_Syntagma";"AGREEMENT";"N"
"32060";"168795746613735424";;"DISAGREEMENT";"P"
"32061";"168795746613735424";"Roberto_Carlos";"AGREEMENT";"P+"
"32062";"168826916164472833";;"AGREEMENT";"P"
"32063";"168831248188444672";;"AGREEMENT";"P+"
"32064";"168831719582089217";;"AGREEMENT";"NONE"
"32065";"168833726111956992";;"AGREEMENT";"N"
"32066";"168833726111956992";"Catalunya";"AGREEMENT";"N"
"32067";"168833726111956992";"Grecia";"AGREEMENT";"N"
"32068";"168834263108694017";;"AGREEMENT";"NONE"
"32069";"168836236918784001";;"DISAGREEMENT";"P"
"32070";"168892249621544960";;"AGREEMENT";"NEU"
"32071";"168938005481013248";;"AGREEMENT";"NONE"
"32072";"168942193829089280";;"AGREEMENT";"N"
"32073";"168942193829089280";"Adele";"AGREEMENT";"N"
"32074";"168947454660718594";;"AGREEMENT";"N"
"32075";"168947454660718594";"Psoe_Sevilla";"AGREEMENT";"N"
"32076";"168955003367735296";;"DISAGREEMENT";"NEU"
"32077";"168961484376911872";;"AGREEMENT";"NONE"
"32078";"168962129662193664";;"AGREEMENT";"NONE"
"32079";"168962341659086848";;"AGREEMENT";"NONE"
"32080";"168962824847101952";;"AGREEMENT";"NEU"
"32081";"168963976829472768";;"AGREEMENT";"P"
"32082";"168963976829472768";"@diputacionMLG";"AGREEMENT";"P"
"32083";"168969244489428992";;"DISAGREEMENT";"NEU"
"32084";"168969244489428992";"El_parlamento_griego";"AGREEMENT";"P"
"32085";"168969244489428992";"Atenas";"AGREEMENT";"N"
"32086";"168999047435259904";;"AGREEMENT";"P"
"32087";"168999047435259904";"@La_SER";"AGREEMENT";"P"
"32088";"169002942400184320";;"AGREEMENT";"N"
"32089";"169010716722999296";;"AGREEMENT";"P"
"32090";"169010716722999296";"Carmona";"AGREEMENT";"P"
"32091";"169010716722999296";"@GPPopular";"AGREEMENT";"P"
"32092";"169010716722999296";"@alfonsoalonsoPP";"AGREEMENT";"P"
"32093";"169016746655752192";;"AGREEMENT";"N"
"32094";"169016746655752192";"Garzón";"AGREEMENT";"N"
"32095";"169018348837933056";;"AGREEMENT";"P+"
"32096";"169035197617152000";;"AGREEMENT";"NEU"
"32097";"169036846041530368";;"AGREEMENT";"P+"
"32098";"169042765890584576";;"AGREEMENT";"N"
"32099";"169042765890584576";"Veira";"AGREEMENT";"N"
"32100";"169042765890584576";"Elena_Valenciano";"AGREEMENT";"N"
"32101";"169046556534784000";;"AGREEMENT";"N"
"32102";"169048642907406337";;"AGREEMENT";"N"
"32103";"169052442519011331";;"AGREEMENT";"NONE"
"32104";"169052812624404481";;"AGREEMENT";"N+"
"32105";"169055974345293825";;"AGREEMENT";"NONE"
"32106";"169059606201507841";;"DISAGREEMENT";"NEU"
"32107";"169059606201507841";"@YouTube";"AGREEMENT";"P"
"32108";"169063342026129409";;"AGREEMENT";"P"
"32109";"169067553040244736";;"AGREEMENT";"NEU"
"32110";"169068011800625152";;"AGREEMENT";"P"
"32111";"169068011800625152";"PP";"AGREEMENT";"P"
"32112";"169068011800625152";"CEOE_Dixit";"AGREEMENT";"P"
"32113";"169075655428931585";;"AGREEMENT";"N+"
"32114";"169075655428931585";"Garzón";"AGREEMENT";"N+"
"32115";"169075655428931585";"Urdangarín";"AGREEMENT";"N+"
"32116";"169083261644050433";;"DISAGREEMENT";"NEU"
"32117";"169083997304000512";;"AGREEMENT";"P"
"32118";"169084317673328640";;"AGREEMENT";"P"
"32119";"169099577440468992";;"AGREEMENT";"P+"
"32120";"169099577440468992";"Dani";"AGREEMENT";"P"
"32121";"169099577440468992";"Valencia";"AGREEMENT";"P+"
"32122";"169101179123535873";;"AGREEMENT";"P+"
"32123";"169101179123535873";"Estrella";"AGREEMENT";"P+"
"32124";"169101797141647361";;"AGREEMENT";"N"
"32125";"169101797141647361";"Garzón";"AGREEMENT";"N"
"32126";"169106361882382336";;"AGREEMENT";"N"
"32127";"169106361882382336";"Garzón";"AGREEMENT";"N"
"32128";"169108382752571392";;"AGREEMENT";"NONE"
"32129";"169125153593245696";;"AGREEMENT";"NONE"
"32130";"169128247701934080";;"AGREEMENT";"P"
"32131";"169128247701934080";"@txamu";"AGREEMENT";"P"
"32132";"169129549982990337";;"AGREEMENT";"NEU"
"32133";"169129549982990337";"Chacón";"AGREEMENT";"N"
"32134";"169130287501033472";;"AGREEMENT";"N"
"32135";"169130287501033472";"Dívar";"AGREEMENT";"N"
"32136";"169130287501033472";"Mandingo";"AGREEMENT";"N"
"32137";"169132789055225858";;"AGREEMENT";"P+"
"32138";"169132789055225858";"Tanger";"AGREEMENT";"P+"
"32139";"169135064137998337";;"AGREEMENT";"NONE"
"32140";"169137510436442112";;"AGREEMENT";"NEU"
"32141";"169142449078415362";;"AGREEMENT";"P+"
"32142";"169142449078415362";"@Edurnity";"AGREEMENT";"P+"
"32143";"169142449078415362";"Arteria_coliseum";"AGREEMENT";"P"
"32144";"169142449078415362";"Gran_Vía";"AGREEMENT";"P"
"32145";"169150419262644225";;"AGREEMENT";"NEU"
"32146";"169150419262644225";"@marodriguezb";"AGREEMENT";"NEU"
"32147";"169166265628372992";;"AGREEMENT";"P"
"32148";"169166265628372992";"@crispedroche";"AGREEMENT";"P"
"32149";"169169955827359744";;"AGREEMENT";"N"
"32150";"169169955827359744";"el_Sevilla";"AGREEMENT";"N"
"32151";"169169971501481984";;"AGREEMENT";"P"
"32152";"169172351815139328";;"AGREEMENT";"N"
"32153";"169175730423472129";;"AGREEMENT";"P"
"32154";"169176227117137920";;"AGREEMENT";"P+"
"32155";"169176227117137920";"@ccifuentes";"AGREEMENT";"P+"
"32156";"169176227117137920";"@santiagocervera";"AGREEMENT";"P+"
"32157";"169176227117137920";"@angelgarridog";"AGREEMENT";"P+"
"32158";"169176887300587521";;"AGREEMENT";"P+"
"32159";"169176887300587521";"@SiempreAsiMlaga";"AGREEMENT";"P+"
"32160";"169178157688164352";;"AGREEMENT";"NONE"
"32161";"169180129833127937";;"AGREEMENT";"N"
"32162";"169180129833127937";"@pepegrinan";"AGREEMENT";"N"
"32163";"169181172801339392";;"AGREEMENT";"P"
"32164";"169181172801339392";"@javierarenas_pp";"AGREEMENT";"P"
"32165";"169183257831800832";;"AGREEMENT";"P"
"32166";"169184287042711553";;"AGREEMENT";"P+"
"32167";"169184287042711553";"Museo_Carmen_Thyssen";"AGREEMENT";"P+"
"32168";"169184287042711553";"@malaga";"AGREEMENT";"P+"
"32169";"169190310826606593";;"AGREEMENT";"N+"
"32170";"169190310826606593";"@PaulaVazquezTV";"AGREEMENT";"N+"
"32171";"169198855848599554";;"AGREEMENT";"NEU"
"32172";"169204047017021440";;"AGREEMENT";"N"
"32173";"169208468098650112";;"AGREEMENT";"N"
"32174";"169236830829551616";;"AGREEMENT";"NONE"
"32175";"169299607677968384";;"AGREEMENT";"NONE"
"32176";"169301007971528705";;"AGREEMENT";"NEU"
"32177";"169304462966521856";;"AGREEMENT";"NONE"
"32178";"169317620280082432";;"AGREEMENT";"NONE"
"32179";"169317933594583040";;"AGREEMENT";"NONE"
"32180";"169318389616091136";;"AGREEMENT";"NONE"
"32181";"169330698866540545";;"DISAGREEMENT";"NEU"
"32182";"169333014361411584";;"AGREEMENT";"N+"
"32183";"169333014361411584";"España";"AGREEMENT";"N+"
"32184";"169333105776275456";;"AGREEMENT";"NEU"
"32185";"169337452606144512";;"AGREEMENT";"N"
"32186";"169337452606144512";"Garzón";"AGREEMENT";"N+"
"32187";"169338733148127233";;"AGREEMENT";"N"
"32188";"169338733148127233";"Baltasar_Garzón";"AGREEMENT";"N"
"32189";"169338733148127233";"Felipe_González";"AGREEMENT";"N"
"32190";"169342970552778752";;"AGREEMENT";"P+"
"32191";"169342970552778752";"@rutipiluti";"AGREEMENT";"P+"
"32192";"169343836773040128";;"AGREEMENT";"N+"
"32193";"169359085010034689";;"AGREEMENT";"P"
"32194";"169359085010034689";"El_Tesoro";"AGREEMENT";"P"
"32195";"169362805114413057";;"AGREEMENT";"P+"
"32196";"169376485965168640";;"AGREEMENT";"N"
"32197";"169379805085704193";;"AGREEMENT";"NONE"
"32198";"169382637377560576";;"AGREEMENT";"NEU"
"32199";"169382637377560576";"PSOE";"AGREEMENT";"NEU"
"32200";"169382741702483969";;"AGREEMENT";"P"
"32201";"169382741702483969";"PSOE";"AGREEMENT";"P"
"32202";"169382741702483969";"Soraya_Rodriguez";"AGREEMENT";"P"
"32203";"169389825588338689";;"AGREEMENT";"NONE"
"32204";"169391748815130625";;"AGREEMENT";"N+"
"32205";"169391748815130625";"Rajoy";"AGREEMENT";"N+"
"32206";"169391748815130625";"Fitch";"AGREEMENT";"N"
"32207";"169391748815130625";"Contador";"AGREEMENT";"N"
"32208";"169391748815130625";"Nadal";"AGREEMENT";"N"
"32209";"169393162673065984";;"AGREEMENT";"P+"
"32210";"169394264445427712";;"AGREEMENT";"P+"
"32211";"169394264445427712";"PSOE";"AGREEMENT";"P+"
"32212";"169394264445427712";"PP";"AGREEMENT";"P+"
"32213";"169396577230794753";;"AGREEMENT";"N+"
"32214";"169396577230794753";"@pepegrinan";"AGREEMENT";"N+"
"32215";"169398604929318913";;"AGREEMENT";"N"
"32216";"169398604929318913";"Reuters";"AGREEMENT";"N"
"32217";"169399845239529472";;"AGREEMENT";"N"
"32218";"169399845239529472";"Bruselas";"AGREEMENT";"N"
"32219";"169412344437424128";;"AGREEMENT";"N"
"32220";"169412344437424128";"Mariano_Rajoy";"AGREEMENT";"N"
"32221";"169412344437424128";"Bruselas";"AGREEMENT";"N"
"32222";"169412830993461248";;"AGREEMENT";"NONE"
"32223";"169412972765134848";;"AGREEMENT";"N"
"32224";"169412972765134848";"Bruselas";"AGREEMENT";"N"
"32225";"169413787328331776";;"AGREEMENT";"NONE"
"32226";"169414090912055296";;"AGREEMENT";"P+"
"32227";"169414090912055296";"Alicia_Sanchez_Camacho";"AGREEMENT";"P+"
"32228";"169434185310797824";;"AGREEMENT";"N"
"32229";"169434185310797824";"Reuters";"AGREEMENT";"N"
"32230";"169434185310797824";"Rehn";"AGREEMENT";"N"
"32231";"169444837215567872";;"AGREEMENT";"N+"
"32232";"169444837215567872";"Tanto";"AGREEMENT";"N+"
"32233";"169451501989806081";;"AGREEMENT";"N"
"32234";"169463111651295232";;"AGREEMENT";"P"
"32235";"169463111651295232";"@DHAM_13tv";"AGREEMENT";"P"
"32236";"169463111651295232";"@13tv_AlDia";"AGREEMENT";"P"
"32237";"169463111651295232";"JA_Blay";"AGREEMENT";"P"
"32238";"169463111651295232";"Diego_Armario";"AGREEMENT";"P"
"32239";"169463111651295232";"@nereaalzola";"AGREEMENT";"P"
"32240";"169463111651295232";"@JesusCintora";"AGREEMENT";"P"
"32241";"169463111651295232";"@GOTZONEMORA";"AGREEMENT";"P"
"32242";"169463111651295232";"JA_Vera";"AGREEMENT";"P"
"32243";"169469898773368833";;"AGREEMENT";"N+"
"32244";"169469898773368833";"Moody´s";"AGREEMENT";"N"
"32245";"169469898773368833";"Reuters";"AGREEMENT";"N"
"32246";"169469898773368833";"UE";"AGREEMENT";"N"
"32247";"169474186711015424";;"AGREEMENT";"NONE"
"32248";"169475848783667200";;"AGREEMENT";"N"
"32249";"169484571262451712";;"AGREEMENT";"N+"
"32250";"169488774412251136";;"AGREEMENT";"NONE"
"32251";"169493679445258241";;"AGREEMENT";"NEU"
"32252";"169493679445258241";"PSOE";"AGREEMENT";"NEU"
"32253";"169494700494036992";;"AGREEMENT";"N"
"32254";"169494700494036992";"India";"AGREEMENT";"N"
"32255";"169514355866607616";;"DISAGREEMENT";"N"
"32256";"169518043196702720";;"AGREEMENT";"NONE"
"32257";"169521392734310400";;"AGREEMENT";"NEU"
"32258";"169521847128436737";;"DISAGREEMENT";"P"
"32259";"169521847128436737";"ZP";"AGREEMENT";"N"
"32260";"169521847128436737";"Fuengirola";"AGREEMENT";"P"
"32261";"169521847128436737";"@esperanzaona";"AGREEMENT";"P"
"32262";"169521881177796608";;"DISAGREEMENT";"NEU"
"32263";"169521881177796608";"@anapastor_tve";"AGREEMENT";"P+"
"32264";"169521881177796608";"Szymborska";"AGREEMENT";"P+"
"32265";"169522745565126656";;"AGREEMENT";"N"
"32266";"169522745565126656";"ETA";"AGREEMENT";"N"
"32267";"169529805056913408";;"AGREEMENT";"P+"
"32268";"169529805056913408";"Brava";"AGREEMENT";"P+"
"32269";"169529805056913408";"@EspinozaOficial";"AGREEMENT";"P+"
"32270";"169529805056913408";"@iTunesMusic";"AGREEMENT";"P+"
"32271";"169532726133800962";;"AGREEMENT";"P+"
"32272";"169532726133800962";"Everything_You_Do";"AGREEMENT";"P+"
"32273";"169532726133800962";"Luther_Russell";"AGREEMENT";"P+"
"32274";"169532726133800962";"Ping";"AGREEMENT";"P+"
"32275";"169540073338044416";;"AGREEMENT";"N+"
"32276";"169547319103066113";;"DISAGREEMENT";"NEU"
"32277";"169547319103066113";"@quediario";"DISAGREEMENT";"NEU"
"32278";"169549869462196225";;"AGREEMENT";"P"
"32279";"169554629137399808";;"AGREEMENT";"P+"
"32280";"169559608657055747";;"AGREEMENT";"P"
"32281";"169569506887352320";;"AGREEMENT";"NONE"
"32282";"169573105520476160";;"AGREEMENT";"P"
"32283";"169573105520476160";"@Los40_Spain";"AGREEMENT";"P"
"32284";"169579377372311552";;"AGREEMENT";"NEU"
"32285";"169589336147369984";;"AGREEMENT";"P+"
"32286";"169589336147369984";"@abrahamelgar";"AGREEMENT";"P+"
"32287";"169645817953660928";;"AGREEMENT";"NONE"
"32288";"169658983496417280";;"AGREEMENT";"N+"
"32289";"169658983496417280";"Irán";"AGREEMENT";"N+"
"32290";"169658983496417280";"Bangkok";"AGREEMENT";"N+"
"32291";"169665207138918401";;"AGREEMENT";"N+"
"32292";"169665207138918401";"Andalucía";"AGREEMENT";"N+"
"32293";"169665207138918401";"la_Junta";"AGREEMENT";"N+"
"32294";"169666672712630273";;"AGREEMENT";"NONE"
"32295";"169679809675407360";;"AGREEMENT";"NONE"
"32296";"169683876363501568";;"AGREEMENT";"NEU"
"32297";"169683876363501568";"Gómez_Bermúdez";"AGREEMENT";"P"
"32298";"169684733238849536";;"AGREEMENT";"NEU"
"32299";"169686361140502529";;"AGREEMENT";"NEU"
"32300";"169686361140502529";"PP";"AGREEMENT";"NEU"
"32301";"169686636463013888";;"DISAGREEMENT";"NEU"
"32302";"169686636463013888";"Limasa";"DISAGREEMENT";"NEU"
"32303";"169696040042250240";;"AGREEMENT";"N"
"32304";"169697221799972864";;"AGREEMENT";"NEU"
"32305";"169698872678039552";;"AGREEMENT";"P"
"32306";"169698872678039552";"Andalucía";"AGREEMENT";"P"
"32307";"169698878579425281";;"DISAGREEMENT";"P"
"32308";"169699864744177664";;"AGREEMENT";"P+"
"32309";"169703514413608960";;"AGREEMENT";"P"
"32310";"169713989679456256";;"DISAGREEMENT";"NEU"
"32311";"169713989679456256";"Tomás_Gómez";"DISAGREEMENT";"NEU"
"32312";"169730285376774146";;"AGREEMENT";"P"
"32313";"169730285376774146";"sevillahoy";"AGREEMENT";"P"
"32314";"169742402309992448";;"AGREEMENT";"N"
"32315";"169742402309992448";"Diez";"AGREEMENT";"N"
"32316";"169742402309992448";"Fdez_Díaz";"AGREEMENT";"N"
"32317";"169745973373964288";;"AGREEMENT";"NONE"
"32318";"169760078558265344";;"AGREEMENT";"N"
"32319";"169760078558265344";"Irán";"AGREEMENT";"N"
"32320";"169760078558265344";"España";"AGREEMENT";"N"
"32321";"169775612960047106";;"AGREEMENT";"N"
"32322";"169775612960047106";"@reciomanolo";"AGREEMENT";"N"
"32323";"169776132797894657";;"AGREEMENT";"NEU"
"32324";"169779254769356800";;"DISAGREEMENT";"NEU"
"32325";"169779254769356800";"Rajoy";"DISAGREEMENT";"NEU"
"32326";"169779254769356800";"Rubalcaba";"DISAGREEMENT";"NEU"
"32327";"169781928365535232";;"AGREEMENT";"N"
"32328";"169781928365535232";"Los_socialistas_andaluces";"AGREEMENT";"N"
"32329";"169782238060351488";;"AGREEMENT";"N"
"32330";"169782238060351488";"Los_socialistas_andaluces";"AGREEMENT";"N"
"32331";"169784852705591296";;"AGREEMENT";"P"
"32332";"169784852705591296";"@Edurnity";"AGREEMENT";"P"
"32333";"169784852705591296";"Madrid";"AGREEMENT";"P"
"32334";"169804669684678656";;"AGREEMENT";"NONE"
"32335";"169813788307103745";;"AGREEMENT";"NONE"
"32336";"169814739201953792";;"AGREEMENT";"NONE"
"32337";"169818569679450112";;"AGREEMENT";"P+"
"32338";"169818569679450112";"@laventana";"AGREEMENT";"P+"
"32339";"169820812239568896";;"AGREEMENT";"NONE"
"32340";"169821316860477441";;"AGREEMENT";"NONE"
"32341";"169822188944367618";;"AGREEMENT";"NONE"
"32342";"169823948417142784";;"AGREEMENT";"N+"
"32343";"169823948417142784";"@JuanraLucas";"AGREEMENT";"N+"
"32344";"169824453772050432";;"DISAGREEMENT";"N"
"32345";"169824453772050432";"TV3";"AGREEMENT";"N"
"32346";"169824453772050432";"Barça";"DISAGREEMENT";"NEU"
"32347";"169827752747335681";;"AGREEMENT";"NONE"
"32348";"169828690002313218";;"AGREEMENT";"N"
"32349";"169828690002313218";"Rubalcaba";"AGREEMENT";"N"
"32350";"169832446446145536";;"AGREEMENT";"P+"
"32351";"169832446446145536";"Rajoy";"AGREEMENT";"P+"
"32352";"169832446446145536";"Rubalcaba";"AGREEMENT";"P+"
"32353";"169832700579037184";;"AGREEMENT";"N+"
"32354";"169832700579037184";"Ricardo_Baroja";"AGREEMENT";"N+"
"32355";"169832931999744000";;"AGREEMENT";"N"
"32356";"169832991860854784";;"AGREEMENT";"P"
"32357";"169833189303521280";;"DISAGREEMENT";"N"
"32358";"169833844206354432";;"AGREEMENT";"NONE"
"32359";"169835024428957696";;"AGREEMENT";"P"
"32360";"169836761067945984";;"AGREEMENT";"P"
"32361";"169836761067945984";"Catssac";"AGREEMENT";"P"
